"probeID","CpG_chrm","CpG_beg","CpG_end","probe_strand","CpG_sites_hg19","CHR","Probe_SNPs","gene","TSS_position","UCSC_CpG_Islands_Name","Feature_Type","predict","prob"
"cg20907409","chr14",96284989,96284991,"+","14:96284990","14","","","","","","Updated_Hypo_MS4",0.249524238121544
"cg20980653","chr6",33143759,33143761,"-","6:33143760","6","","COL11A2","Body","","","Updated_Hypo_MS4",0.187557657053273
"cg21027517","chr11",2322506,2322508,"+","11:2322507","11","","C11orf21","Body","","","Updated_Hypo_MS4",0.332819772562925
"cg21027517","chr11",2322506,2322508,"+","11:2322507","11","","TSPAN32","TSS1500","","","Updated_Hypo_MS4",0.332819772562925
"cg21028981","chr3",192465727,192465729,"-","3:192465728","3","","","","","","Updated_Hypo_MS4",0.265413641406143
"cg21069434","chr2",2192071,2192073,"-","2:2192072","2","","MYT1L","5'UTR","chr2:2193510-2193716","N_Shore","Updated_Hypo_MS4",0.298288250171643
"cg21080533","chr6",49755104,49755106,"+","6:49755105","6","","PGK2","TSS200","","","Updated_Hypo_MS4",0.306516428101754
"cg21129006","chr12",4023077,4023079,"-","12:4023078","12","","","","","","Updated_Hypo_MS4",0.307543546231215
"cg21163701","chr8",85165844,85165846,"-","8:85165845","8","","RALYL","5'UTR","","","Updated_Hypo_MS4",0.267536441576094
"cg21163701","chr8",85165844,85165846,"-","8:85165845","8","","RALYL","Body","","","Updated_Hypo_MS4",0.267536441576094
"cg21282997","chr2",103035834,103035836,"-","2:103035835","2","","IL18RAP","5'UTR","","","Updated_Hypo_MS4",0.243303509317003
"cg21448741","chr8",58168802,58168804,"+","8:58168803","8","","","","chr8:58172076-58173863","N_Shelf","Updated_Hypo_MS4",0.308187652359908
"cg21494379","chr5",88275242,88275244,"+","5:88275243","5","","","","","","Updated_Hypo_MS4",0.631607224302767
"cg21546211","chr11",113658723,113658725,"+","11:113658724","11","","","","chr11:113660755-113661046","N_Shelf","Updated_Hypo_MS4",0.277883107588816
"cg21549161","chr7",67722022,67722024,"+","7:67722023","7","","","","","","Updated_Hypo_MS4",0.328442634934914
"cg21584518","chr7",142033425,142033427,"+","7:142033426","7","","","","","","Updated_Hypo_MS4",0.368692678351543
"cg21656937","chr12",54086661,54086663,"-","12:54086662","12","","","","chr12:54089211-54089413","N_Shelf","Updated_Hypo_MS4",0.210784229155264
"cg21684179","chr1",110576932,110576934,"+","1:110576933","1","","FAM40A","TSS1500","chr1:110577199-110577942","N_Shore","Updated_Hypo_MS4",0.268858343813792
"cg21746275","chr3",179758306,179758308,"-","3:179758307","3","rs56397887","","","chr3:179754520-179755245","S_Shelf","Updated_Hypo_MS4",0.304599399108389
"cg21837826","chr1",179716730,179716732,"+","1:179716731","1","","FAM163A","5'UTR","chr1:179711947-179713951","S_Shelf","Updated_Hypo_MS4",0.340578747760772
"cg21966764","chr11",6192511,6192513,"-","11:6192512","11","","OR52B2","TSS1500","","","Updated_Hypo_MS4",0.303291206825909
"cg21974506","chr6",33141290,33141292,"+","6:33141291","6","rs2855430","COL11A2","Body","","","Updated_Hypo_MS4",0.408517090508506
"cg22019247","chr1",181378759,181378761,"-","1:181378760","1","rs77608578","","","chr1:181382290-181382848","N_Shelf","Updated_Hypo_MS4",0.329336345423118
"cg22042348","chr8",133495623,133495625,"-","8:133495624","8","","","","chr8:133492398-133493586","S_Shelf","Updated_Hypo_MS4",0.365624174465496
"cg22047295","chr2",175462521,175462523,"+","2:175462522","2","","WIPF1","5'UTR","","","Updated_Hypo_MS4",0.402188741812844
"cg22104103","chr21",17565449,17565451,"-","21:17565450","21","","C21orf34","TSS1500","","","Updated_Hypo_MS4",0.305090743080319
"cg22104103","chr21",17565449,17565451,"-","21:17565450","21","","C21orf34","Body","","","Updated_Hypo_MS4",0.305090743080319
"cg22129180","chr8",49892979,49892981,"+","8:49892980","8","","","","chr8:49890386-49890874","S_Shelf","Updated_Hypo_MS4",0.240264219230625
"cg22164298","chr4",114276833,114276835,"-","4:114276834","4","rs28377576","ANK2","Body","","","Updated_Hypo_MS4",0.402168234343221
"cg22187125","chr19",58565864,58565866,"-","19:58565865","19","rs11667832","ZSCAN1","3'UTR","","","Updated_Hypo_MS4",0.314808352377995
"cg22202381","chr13",102103050,102103052,"-","13:102103051","13","","","","chr13:102106165-102106488","N_Shelf","Updated_Hypo_MS4",0.274614763892597
"cg22226821","chr1",240587071,240587073,"+","1:240587072","1","","FMN2","Body","","","Updated_Hypo_MS4",0.196188139092329
"cg22256354","chr8",131554147,131554149,"+","8:131554148","8","","","","","","Updated_Hypo_MS4",0.317405102444917
"cg22293458","chr3",184483864,184483866,"+","3:184483865","3","","","","","","Updated_Hypo_MS4",0.318271684405236
"cg22388316","chr2",2000191,2000193,"+","2:2000192","2","","MYT1L","5'UTR","","","Updated_Hypo_MS4",0.287951378289261
"cg22405653","chr21",32128799,32128801,"+","21:32128800","21","","KRTAP21-1","TSS1500","","","Updated_Hypo_MS4",0.196415548109106
"cg22420514","chr7",157997478,157997480,"-","7:157997479","7","","PTPRN2","Body","chr7:157996642-157997027","S_Shore","Updated_Hypo_MS4",0.275755102001221
"cg22466653","chr17",56232356,56232358,"+","17:56232357","17","","OR4D1","TSS200","chr17:56234321-56234827","N_Shore","Updated_Hypo_MS4",0.269740453122591
"cg22477971","chr1",22984593,22984595,"+","1:22984594","1","","C1QB","5'UTR","","","Updated_Hypo_MS4",0.211208181306474
"cg22494876","chr1",247618160,247618162,"-","1:247618161","1","","","","chr1:247614695-247614944","S_Shelf","Updated_Hypo_MS4",0.278977361970403
"cg22495968","chr2",5622154,5622156,"+","2:5622155","2","","","","","","Updated_Hypo_MS4",0.384300692076408
"cg22540067","chr2",125305000,125305002,"-","2:125305001","2","","CNTNAP5","Body","","","Updated_Hypo_MS4",0.308041575300356
"cg22576976","chr19",56852135,56852137,"-","19:56852136","19","","","","chr19:56850657-56851221","S_Shore","Updated_Hypo_MS4",0.389181497352425
"cg22577252","chr3",114012315,114012317,"-","3:114012316","3","","TIGIT","TSS1500","","","Updated_Hypo_MS4",0.306622278332309
"cg22599122","chr1",34329756,34329758,"+","1:34329757","1","","CSMD2","Body","","","Updated_Hypo_MS4",0.276239627507316
"cg22599122","chr1",34329756,34329758,"+","1:34329757","1","","HMGB4","1stExon","","","Updated_Hypo_MS4",0.276239627507316
"cg22599122","chr1",34329756,34329758,"+","1:34329757","1","","HMGB4","5'UTR","","","Updated_Hypo_MS4",0.276239627507316
"cg22678092","chr1",161691013,161691015,"+","1:161691014","1","","FCRLB","TSS1500","","","Updated_Hypo_MS4",0.273946137293197
"cg22812280","chr11",5173604,5173606,"-","11:5173605","11","","OR52A1","TSS200","","","Updated_Hypo_MS4",0.32245264327239
"cg22878054","chr11",99397251,99397253,"-","11:99397252","11","rs34938650","CNTN5","5'UTR","","","Updated_Hypo_MS4",0.352721168095057
"cg22980483","chr2",80023724,80023726,"-","2:80023725","2","","CTNNA2","Body","","","Updated_Hypo_MS4",0.234711742656742
"cg23026228","chr6",159739090,159739092,"+","6:159739091","6","","","","chr6:159736690-159736973","S_Shelf","Updated_Hypo_MS4",0.3782990219127
"cg23057567","chr19",47017628,47017630,"+","19:47017629","19","","","","chr19:47016848-47017118","S_Shore","Updated_Hypo_MS4",0.2631503424869
"cg23075139","chr3",115524030,115524032,"+","3:115524031","3","","LSAMP","3'UTR","","","Updated_Hypo_MS4",0.237069698098704
"cg23192683","chr3",194208906,194208908,"-","3:194208907","3","","","","chr3:194207385-194208785","S_Shore","Updated_Hypo_MS4",0.526493112906495
"cg23217527","chr3",107639883,107639885,"+","3:107639884","3","","LOC285205","Body","","","Updated_Hypo_MS4",0.326975317372759
"cg23279503","chr8",35649015,35649017,"+","8:35649016","8","","UNC5D","3'UTR","","","Updated_Hypo_MS4",0.324857563511788
"cg23296791","chr19",40229765,40229767,"-","19:40229766","19","","CLC","TSS1500","","","Updated_Hypo_MS4",0.197125554369016
"cg23395692","chr12",23119039,23119041,"-","12:23119040","12","rs3843654","","","","","Updated_Hypo_MS4",0.210995279581268
"cg23399286","chr8",133072872,133072874,"+","8:133072873","8","","OC90","TSS1500","","","Updated_Hypo_MS4",0.253847782170189
"cg23434592","chr8",139489756,139489758,"+","8:139489757","8","","FAM135B","5'UTR","","","Updated_Hypo_MS4",0.230027535547831
"cg23464619","chr13",95513505,95513507,"-","13:95513506","13","rs16950211","","","","","Updated_Hypo_MS4",0.33163532951682
"cg23485591","chr7",25601772,25601774,"-","7:25601773","7","","","","","","Updated_Hypo_MS4",0.259498339235359
"cg23507945","chr6",137477183,137477185,"-","6:137477184","6","","IL22RA2","Body","","","Updated_Hypo_MS4",0.452989257709636
"cg23518037","chr15",79526620,79526622,"+","15:79526621","15","","","","","","Updated_Hypo_MS4",0.243319680415717
"cg23539633","chr11",116228308,116228310,"-","11:116228309","11","","","","","","Updated_Hypo_MS4",0.353141596229104
"cg23594345","chr14",106329606,106329608,"-","14:106329607","14","rs78590252","","","chr14:106333492-106333920","N_Shelf","Updated_Hypo_MS4",0.267701438627563
"cg23602752","chr1",165089432,165089434,"+","1:165089433","1","","","","chr1:165086756-165087026","S_Shelf","Updated_Hypo_MS4",0.334826068544572
"cg23637354","chr6",167809875,167809877,"+","6:167809876","6","","","","","","Updated_Hypo_MS4",0.283715833150633
"cg23679344","chr17",37560924,37560926,"-","17:37560925","17","","MED1","3'UTR","chr17:37557366-37558982","S_Shore","Updated_Hypo_MS4",0.355613651925711
"cg23701396","chr6",107958432,107958434,"-","6:107958433","6","","SOBP","3'UTR","chr6:107955163-107956693","S_Shore","Updated_Hypo_MS4",0.365773269618462
"cg23708209","chr15",88843898,88843900,"-","15:88843899","15","","","","","","Updated_Hypo_MS4",0.27420891993127
"cg23741006","chr11",59634190,59634192,"-","11:59634191","11","","TCN1","TSS200","","","Updated_Hypo_MS4",0.318092256886362
"cg23752828","chr12",57941308,57941310,"-","12:57941309","12","","DCTN2","TSS1500","chr12:57940563-57940981","S_Shore","Updated_Hypo_MS4",0.325188444172672
"cg23793965","chr8",91841346,91841348,"+","8:91841347","8","","NECAB1","Body","","","Updated_Hypo_MS4",0.356771696984459
"cg23828876","chr3",196001705,196001707,"+","3:196001706","3","","PCYT1A","5'UTR","","","Updated_Hypo_MS4",0.362372829864231
"cg23843022","chr1",208444589,208444591,"-","1:208444590","1","","","","","","Updated_Hypo_MS4",0.280083798078136
"cg23860325","chr7",54271151,54271153,"+","7:54271152","7","","HPVC1","TSS1500","","","Updated_Hypo_MS4",0.316912175089586
"cg23949611","chr2",21255319,21255321,"+","2:21255320","2","","APOB","Body","","","Updated_Hypo_MS4",0.352991815530217
"cg23980760","chr11",44069580,44069582,"+","11:44069581","11","","ACCSL","5'UTR","","","Updated_Hypo_MS4",0.253314199998623
"cg23980760","chr11",44069580,44069582,"+","11:44069581","11","","ACCSL","1stExon","","","Updated_Hypo_MS4",0.253314199998623
"cg24000908","chr5",1113357,1113359,"-","5:1113358","5","","SLC12A7","TSS1500","chr5:1111396-1112388","S_Shore","Updated_Hypo_MS4",0.413480993402423
"cg24020826","chr8",140630179,140630181,"+","8:140630180","8","","KCNK9","3'UTR","chr8:140631096-140631332","N_Shore","Updated_Hypo_MS4",0.273703583066206
"cg24023487","chr20",12988726,12988728,"-","20:12988727","20","","SPTLC3","TSS1500","","","Updated_Hypo_MS4",0.334080934575789
"cg24028809","chr6",153414100,153414102,"+","6:153414101","6","","RGS17","5'UTR","","","Updated_Hypo_MS4",0.393708333636899
"cg24069602","chr17",62045521,62045523,"+","17:62045522","17","","SCN4A","Body","","","Updated_Hypo_MS4",0.280252077058783
"cg24082983","chr21",31802168,31802170,"+","21:31802169","21","","KRTAP13-4","TSS1500","","","Updated_Hypo_MS4",0.364456991527036
"cg24145481","chr21",31661997,31661999,"-","21:31661998","21","","KRTAP25-1","TSS200","","","Updated_Hypo_MS4",0.293314087058678
"cg24169915","chr14",99177986,99177988,"+","14:99177987","14","","C14orf177","5'UTR","","","Updated_Hypo_MS4",0.218295092926335
"cg24169915","chr14",99177986,99177988,"+","14:99177987","14","","C14orf177","1stExon","","","Updated_Hypo_MS4",0.218295092926335
"cg24240626","chr2",79386719,79386721,"+","2:79386720","2","","REG3A","1stExon","","","Updated_Hypo_MS4",0.235347062167849
"cg24240626","chr2",79386719,79386721,"+","2:79386720","2","","REG3A","5'UTR","","","Updated_Hypo_MS4",0.235347062167849
"cg24270629","chr18",50823536,50823538,"-","18:50823537","18","","DCC","Body","","","Updated_Hypo_MS4",0.232004042905752
"cg24282479","chr6",138408962,138408964,"-","6:138408963","6","rs76979261","","","","","Updated_Hypo_MS4",0.306783644435567
"cg24315710","chr3",130203348,130203350,"+","3:130203349","3","","COL29A1","3'UTR","","","Updated_Hypo_MS4",0.255140708162396
"cg24315710","chr3",130203348,130203350,"+","3:130203349","3","","COL29A1","Body","","","Updated_Hypo_MS4",0.255140708162396
"cg24347611","chr8",92611304,92611306,"+","8:92611305","8","","","","","","Updated_Hypo_MS4",0.286943241888732
"cg24353740","chr10",118956997,118956999,"-","10:118956998","10","rs3026036","KCNK18","TSS200","","","Updated_Hypo_MS4",0.216136704351977
"cg24355048","chr14",25045027,25045029,"-","14:25045028","14","","CTSG","Body","","","Updated_Hypo_MS4",0.233961269791799
"cg24387800","chr8",961732,961734,"+","8:961733","8","","","","chr8:962315-962747","N_Shore","Updated_Hypo_MS4",0.308487637166701
"cg24432768","chr1",158149973,158149975,"+","1:158149974","1","","CD1D","5'UTR","chr1:158150620-158151503","N_Shore","Updated_Hypo_MS4",0.32912153338985
"cg24519867","chr2",168103542,168103544,"+","2:168103543","2","","XIRP2","Body","","","Updated_Hypo_MS4",0.372601615341553
"cg24579970","chr1",7123314,7123316,"-","1:7123315","1","","CAMTA1","Body","chr1:7122519-7122727","S_Shore","Updated_Hypo_MS4",0.29624464576872
"cg24580655","chr1",159145637,159145639,"+","1:159145638","1","","CADM3","Body","chr1:159141202-159141718","S_Shelf","Updated_Hypo_MS4",0.266408048149559
"cg24599329","chr11",23811424,23811426,"-","11:23811425","11","rs6483988","","","","","Updated_Hypo_MS4",0.446895078158233
"cg24626659","chr10",134754285,134754287,"-","10:134754286","10","rs4242712","C10orf93","Body","chr10:134755663-134756852","N_Shore","Updated_Hypo_MS4",0.374054775163473
"cg24627900","chr8",133573738,133573740,"-","8:133573739","8","","HPYR1","TSS200","","","Updated_Hypo_MS4",0.282944659153985
"cg24640676","chr21",46046182,46046184,"-","21:46046183","21","","KRTAP10-9","TSS1500","","","Updated_Hypo_MS4",0.270432281885513
"cg24640676","chr21",46046182,46046184,"-","21:46046183","21","","C21orf29","Body","","","Updated_Hypo_MS4",0.270432281885513
"cg24682723","chr2",117519643,117519645,"-","2:117519644","2","","","","","","Updated_Hypo_MS4",0.292909075268909
"cg24700823","chr15",26447290,26447292,"-","15:26447291","15","","","","","","Updated_Hypo_MS4",0.239438487260233
"cg24780236","chr7",142918564,142918566,"+","7:142918565","7","","TAS2R40","TSS1500","","","Updated_Hypo_MS4",0.297674004569522
"cg24788028","chr19",30869033,30869035,"+","19:30869034","19","","ZNF536","5'UTR","chr19:30865683-30866490","S_Shelf","Updated_Hypo_MS4",0.284644608875409
"cg24837219","chr3",132772691,132772693,"+","3:132772692","3","","TMEM108","5'UTR","","","Updated_Hypo_MS4",0.351294585493305
"cg24926465","chr3",156007786,156007788,"+","3:156007787","3","","KCNAB1","TSS1500","chr3:156008991-156009320","N_Shore","Updated_Hypo_MS4",0.240783107698202
"cg24926465","chr3",156007786,156007788,"+","3:156007787","3","","KCNAB1","Body","chr3:156008991-156009320","N_Shore","Updated_Hypo_MS4",0.240783107698202
"cg24939196","chr6",169588808,169588810,"-","6:169588809","6","rs76387638","","","","","Updated_Hypo_MS4",0.412536036698354
"cg24977541","chr3",170305196,170305198,"+","3:170305197","3","","SLC7A14","TSS1500","chr3:170303044-170303249","S_Shore","Updated_Hypo_MS4",0.278592830822978
"cg25007422","chr14",97211893,97211895,"+","14:97211894","14","","","","chr14:97207777-97208334","S_Shelf","Updated_Hypo_MS4",0.283710558832035
"cg25046772","chr15",75527223,75527225,"+","15:75527224","15","","","","","","Updated_Hypo_MS4",0.220967244167362
"cg25072962","chr11",60524574,60524576,"-","11:60524575","11","rs73495017","MS4A15","5'UTR","","","Updated_Hypo_MS4",0.283783525314147
"cg25075504","chr5",107899389,107899391,"-","5:107899390","5","rs80160270","","","","","Updated_Hypo_MS4",0.28985884080892
"cg25203286","chr18",32070274,32070276,"+","18:32070275","18","","","","chr18:32073444-32074292","N_Shelf","Updated_Hypo_MS4",0.345852299139672
"cg25273160","chr11",56955010,56955012,"-","11:56955011","11","rs3018191","LRRC55","3'UTR","","","Updated_Hypo_MS4",0.228817258525869
"cg25292309","chr2",58989426,58989428,"+","2:58989427","2","","","","","","Updated_Hypo_MS4",0.222976702548276
"cg25310592","chr11",5174412,5174414,"-","11:5174413","11","","OR52A1","TSS1500","","","Updated_Hypo_MS4",0.298643150390093
"cg25368103","chr8",93516588,93516590,"-","8:93516589","8","","","","","","Updated_Hypo_MS4",0.411517275041561
"cg25398315","chr8",135938021,135938023,"-","8:135938022","8","","","","","","Updated_Hypo_MS4",0.236560009572694
"cg25432792","chr2",23546166,23546168,"-","2:23546167","2","","","","","","Updated_Hypo_MS4",0.283156898916278
"cg25460031","chr19",46843270,46843272,"+","19:46843271","19","","HIF3A","3'UTR","","","Updated_Hypo_MS4",0.224682799230326
"cg25538571","chr8",49502709,49502711,"-","8:49502710","8","","","","","","Updated_Hypo_MS4",0.319455900117369
"cg25595388","chr5",2684003,2684005,"+","5:2684004","5","","","","","","Updated_Hypo_MS4",0.333865882623969
"cg25626375","chr8",133072268,133072270,"+","8:133072269","8","","OC90","TSS1500","","","Updated_Hypo_MS4",0.299033488529073
"cg25702651","chr3",192675514,192675516,"+","3:192675515","3","","","","","","Updated_Hypo_MS4",0.413253319919846
"cg25716102","chr2",59156509,59156511,"-","2:59156510","2","","","","","","Updated_Hypo_MS4",0.277249916809022
"cg25724842","chr6",163574563,163574565,"-","6:163574564","6","","PACRG","Body","chr6:163570162-163570814","S_Shelf","Updated_Hypo_MS4",0.303216922517077
"cg25855592","chr4",1496292,1496294,"-","4:1496293","4","","","","chr4:1494542-1494753","S_Shore","Updated_Hypo_MS4",0.264197278538225
"cg25918833","chr11",4718961,4718963,"-","11:4718962","11","","OR51E2","1stExon","","","Updated_Hypo_MS4",0.24625862508438
"cg25918833","chr11",4718961,4718963,"-","11:4718962","11","","OR51E2","5'UTR","","","Updated_Hypo_MS4",0.24625862508438
"cg25937451","chr21",46001679,46001681,"-","21:46001680","21","","C21orf29","Body","","","Updated_Hypo_MS4",0.242287146504686
"cg25937451","chr21",46001679,46001681,"-","21:46001680","21","","KRTAP10-5","TSS1500","","","Updated_Hypo_MS4",0.242287146504686
"cg26098117","chr6",125803001,125803003,"+","6:125803002","6","","","","","","Updated_Hypo_MS4",0.375466324204836
"cg26113233","chr5",174673621,174673623,"-","5:174673622","5","","","","","","Updated_Hypo_MS4",0.215471031505932
"cg26123647","chr2",2195398,2195400,"-","2:2195399","2","","MYT1L","5'UTR","chr2:2193510-2193716","S_Shore","Updated_Hypo_MS4",0.241816451720027
"cg26168772","chr14",52739255,52739257,"-","14:52739256","14","","PTGDR","Body","chr14:52734207-52735486","S_Shelf","Updated_Hypo_MS4",0.274325639474845
"cg26194251","chr13",46402507,46402509,"-","13:46402508","13","","SIAH3","Body","","","Updated_Hypo_MS4",0.349948463770758
"cg26201596","chr10",766040,766042,"-","10:766041","10","rs12254288","","","","","Updated_Hypo_MS4",0.405181484502878
"cg26282283","chr7",2704367,2704369,"-","7:2704368","7","","TTYH3","3'UTR","chr7:2701330-2701744","S_Shelf","Updated_Hypo_MS4",0.328920310135258
"cg26286365","chr14",104648346,104648348,"-","14:104648347","14","","","","chr14:104645957-104646478","S_Shore","Updated_Hypo_MS4",0.256674337602973
"cg26289788","chr3",8818055,8818057,"-","3:8818056","3","","","","","","Updated_Hypo_MS4",0.24009557806314
"cg26324057","chr2",87566762,87566764,"-","2:87566763","2","","","","chr2:87569197-87569617","N_Shelf","Updated_Hypo_MS4",0.228897956045321
"cg26342141","chr6",98373012,98373014,"-","6:98373013","6","","","","","","Updated_Hypo_MS4",0.322698206991177
"cg26378179","chr14",87477348,87477350,"+","14:87477349","14","","","","","","Updated_Hypo_MS4",0.273496271187491
"cg26421805","chr1",157938689,157938691,"+","1:157938690","1","","","","","","Updated_Hypo_MS4",0.235623990978665
"cg26450106","chr20",24929606,24929608,"+","20:24929607","20","","CST7","TSS1500","","","Updated_Hypo_MS4",0.40316191859699
"cg26515755","chr16",15878611,15878613,"-","16:15878612","16","","MYH11","Body","","","Updated_Hypo_MS4",0.281970099773808
"cg26578156","chr16",49875060,49875062,"-","16:49875061","16","","","","chr16:49872449-49872926","S_Shelf","Updated_Hypo_MS4",0.324658216718809
"cg26579713","chr15",65701864,65701866,"-","15:65701865","15","","IGDCC4","Body","","","Updated_Hypo_MS4",0.486670714599566
"cg26765743","chr20",59047487,59047489,"-","20:59047488","20","","","","","","Updated_Hypo_MS4",0.2759609865716
"cg26770890","chr8",16628809,16628811,"-","8:16628810","8","","","","","","Updated_Hypo_MS4",0.241205139935549
"cg26800915","chr11",5324198,5324200,"+","11:5324199","11","","OR51B4","TSS1500","","","Updated_Hypo_MS4",0.329708631293072
"cg26810767","chr16",79303840,79303842,"+","16:79303841","16","","","","","","Updated_Hypo_MS4",0.333553788011872
"cg26829529","chr17",31317535,31317537,"+","17:31317536","17","","SPACA3","TSS1500","","","Updated_Hypo_MS4",0.200930662856835
"cg26856257","chr1",32805349,32805351,"+","1:32805350","1","","","","chr1:32800859-32802229","S_Shelf","Updated_Hypo_MS4",0.286996172807772
"cg26878209","chr10",112375474,112375476,"+","10:112375475","10","","","","","","Updated_Hypo_MS4",0.421346041330748
"cg26899012","chr5",86042548,86042550,"+","5:86042549","5","","","","","","Updated_Hypo_MS4",0.313092342173122
"cg26912251","chr6",168970823,168970825,"+","6:168970824","6","","SMOC2","Body","chr6:168972516-168974109","N_Shore","Updated_Hypo_MS4",0.266548580746189
"cg26950369","chr2",167816564,167816566,"+","2:167816565","2","","XIRP2","Body","","","Updated_Hypo_MS4",0.24175683786587
"cg26964875","chr3",56715186,56715188,"+","3:56715187","3","","C3orf63","Body","chr3:56716492-56717658","N_Shore","Updated_Hypo_MS4",0.194884908699548
"cg26967305","chr22",29563733,29563735,"+","22:29563734","22","","KREMEN1","3'UTR","","","Updated_Hypo_MS4",0.267942981307477
"cg26986989","chr5",2338997,2338999,"+","5:2338998","5","","","","","","Updated_Hypo_MS4",0.229688368331293
"cg26996626","chr18",48191335,48191337,"-","18:48191336","18","","MAPK4","Body","chr18:48190434-48190669","S_Shore","Updated_Hypo_MS4",0.32111100674503
"cg27022827","chr19",3728750,3728752,"-","19:3728751","19","","TJP3","Body","chr19:3730415-3730769","N_Shore","Updated_Hypo_MS4",0.246909304834999
"cg27073337","chr11",133998085,133998087,"+","11:133998086","11","","JAM3","Body","chr11:133994709-133995090","S_Shelf","Updated_Hypo_MS4",0.224849880012249
"cg27093637","chr11",5410451,5410453,"-","11:5410452","11","","OR51M1","TSS200","","","Updated_Hypo_MS4",0.343487895991586
"cg27135915","chr10",135373801,135373803,"+","10:135373802","10","","SYCE1","5'UTR","","","Updated_Hypo_MS4",0.234826422230189
"cg27135915","chr10",135373801,135373803,"+","10:135373802","10","","SYCE1","Body","","","Updated_Hypo_MS4",0.234826422230189
"cg27135989","chr8",61088341,61088343,"+","8:61088342","8","","","","chr8:61086125-61086327","S_Shelf","Updated_Hypo_MS4",0.260273327364165
"cg27149973","chr17",74868724,74868726,"+","17:74868725","17","","MGAT5B","TSS200","chr17:74864170-74866657","S_Shelf","Updated_Hypo_MS4",0.300911631525312
"cg27149973","chr17",74868724,74868726,"+","17:74868725","17","","MGAT5B","Body","chr17:74864170-74866657","S_Shelf","Updated_Hypo_MS4",0.300911631525312
"cg27192248","chr15",65285668,65285670,"+","15:65285669","15","","","","chr15:65281928-65282375","S_Shelf","Updated_Hypo_MS4",0.367450744259575
"cg27201767","chr4",9371042,9371044,"+","4:9371043","4","","","","","","Updated_Hypo_MS4",0.235908673916455
"cg27269790","chr7",158945955,158945957,"+","7:158945956","7","","","","","","Updated_Hypo_MS4",0.242023832883739
"cg27285720","chr1",89664781,89664783,"+","1:89664782","1","","GBP4","TSS200","","","Updated_Hypo_MS4",0.294993153790133
"cg27321175","chr10",15689008,15689010,"+","10:15689009","10","","ITGA8","Body","","","Updated_Hypo_MS4",0.269382854778907
"cg27410679","chr17",43866277,43866279,"+","17:43866278","17","","CRHR1","Body","chr17:43860684-43862928","S_Shelf","Updated_Hypo_MS4",0.335386573203336
"cg27449200","chr15",80938097,80938099,"+","15:80938098","15","","","","","","Updated_Hypo_MS4",0.259431509035784
"cg27534912","chr1",158258801,158258803,"+","1:158258802","1","","CD1C","TSS1500","","","Updated_Hypo_MS4",0.214128459340829
"cg27559224","chr1",34329347,34329349,"-","1:34329348","1","","CSMD2","Body","","","Updated_Hypo_MS4",0.263206625313081
"cg27559224","chr1",34329347,34329349,"-","1:34329348","1","","HMGB4","5'UTR","","","Updated_Hypo_MS4",0.263206625313081
"cg27559224","chr1",34329347,34329349,"-","1:34329348","1","","HMGB4","TSS1500","","","Updated_Hypo_MS4",0.263206625313081
"cg27635135","chr7",145395985,145395987,"-","7:145395986","7","","","","","","Updated_Hypo_MS4",0.249103392762348
